WB_id,symbol,sequence,live_dead,type,logFC,logCPM,PValue,FDR
WBGene00004727,sax-1,R11G1.4,Live,protein_coding_gene,0.202639337,5.865031401,0.027939245,0.147004358
WBGene00007509,,C10C5.5,Live,protein_coding_gene,0.924992413,0.839939465,0.027915126,0.147004358
WBGene00012321,srxa-6,W07A8.5,Live,protein_coding_gene,-0.657944621,0.821713721,0.027926421,0.147004358
WBGene00019808,,R01B10.6,Live,protein_coding_gene,-0.247552261,4.084079514,0.027933572,0.147004358
WBGene00021073,nol-2,W07E6.1,Live,protein_coding_gene,0.233314971,5.938937621,0.027923881,0.147004358
WBGene00044082,,D1086.12,Live,protein_coding_gene,-0.476791605,2.516666648,0.027937388,0.147004358
WBGene00002181,kal-1,K03D10.1,Live,protein_coding_gene,0.283836587,4.901675246,0.027989219,0.14721322
WBGene00004064,pms-2,H12C20.2,Live,protein_coding_gene,0.208665095,6.047462077,0.02800005,0.147216121
WBGene00004301,ram-5,T24C2.1,Live,protein_coding_gene,-0.803432317,0.606616854,0.028026212,0.147299598
WBGene00020082,gcp-2.1,R57.1,Live,protein_coding_gene,-0.251597844,6.00931888,0.028166316,0.147981651
WBGene00004028,pif-1,Y18H1A.6,Live,protein_coding_gene,0.433142566,1.779700678,0.028280991,0.148529648
WBGene00000208,trip-4,Y53F4B.15,Live,protein_coding_gene,-0.323055478,5.01911054,0.028330785,0.14873662
WBGene00016650,ubr-4,C44E4.1,Live,protein_coding_gene,-0.324101789,8.839032208,0.02843094,0.149207738
WBGene00018307,dyla-1,F41G4.1,Live,protein_coding_gene,0.498532452,1.794372567,0.028468511,0.149350189
WBGene00021135,,W10G11.2,Live,protein_coding_gene,-0.867685178,0.955544988,0.028576398,0.149861286
WBGene00017952,,F31E3.6,Live,protein_coding_gene,1.012431138,-0.541256331,0.028604649,0.149954534
WBGene00012487,,Y18D10A.23,Live,protein_coding_gene,0.438698245,1.383499839,0.028637452,0.150009006
WBGene00020009,,R11F4.3,Live,protein_coding_gene,-0.43014189,3.539021124,0.028646462,0.150009006
WBGene00021942,madf-1,Y55F3BR.5,Live,protein_coding_gene,-0.361754125,2.798566924,0.028629775,0.150009006
WBGene00004860,sma-6,C32D5.2,Live,protein_coding_gene,-0.226273928,5.990857342,0.02867044,0.150024859
WBGene00044019,,C55A6.12,Live,protein_coding_gene,0.428002996,3.303407081,0.028663229,0.150024859
WBGene00021862,fbxa-48,Y54F10BM.7,Live,protein_coding_gene,0.417482669,2.18270608,0.028711228,0.150183423
WBGene00020889,,T28C12.2,Live,protein_coding_gene,0.462437092,3.232238678,0.028729742,0.1502254
WBGene00010846,,M04B2.2,Live,protein_coding_gene,0.338699156,2.64562122,0.028781689,0.150442096
WBGene00006272,str-245,F32A7.7,Live,protein_coding_gene,0.870767548,-0.269296408,0.028806087,0.1504598
WBGene00044387,,C27A2.8,Live,protein_coding_gene,0.395426459,2.405052025,0.028800859,0.1504598
WBGene00018878,glit-1,F55D10.3,Live,protein_coding_gene,-0.282579056,5.849245592,0.028845704,0.150611799
WBGene00004739,scd-1,H20J18.1,Live,protein_coding_gene,0.197759113,8.457383913,0.028872955,0.15069915
WBGene00013578,scav-2,Y76A2B.6,Live,protein_coding_gene,0.300569175,5.576961648,0.028933232,0.150898052
WBGene00018893,wdr-12,F55F8.5,Live,protein_coding_gene,0.260392146,4.905944391,0.028942672,0.150898052
WBGene00021599,srt-42,Y46H3A.1,Live,protein_coding_gene,-0.674978069,1.436496978,0.028935324,0.150898052
WBGene00015301,,C01F1.6,Live,protein_coding_gene,0.226140891,4.924860483,0.029046557,0.151384568
WBGene00003124,mai-1,K10B3.9,Live,protein_coding_gene,0.400680953,3.337594615,0.029097763,0.151596273
WBGene00000473,cey-2,F46F11.2,Live,protein_coding_gene,-0.614294173,3.413828159,0.02913748,0.151747997
WBGene00002023,hsp-25,C09B8.6,Live,protein_coding_gene,0.217448557,5.387197286,0.02920376,0.152027806
WBGene00015449,ugt-63,C04F5.7,Live,protein_coding_gene,-1.103246219,0.536454003,0.029212437,0.152027806
WBGene00011166,chil-22,R09D1.10,Live,protein_coding_gene,-0.283588479,4.743737303,0.029224733,0.15203655
WBGene00044163,,F49C5.11,Live,protein_coding_gene,1.45626793,-0.277464108,0.029258489,0.152156894
WBGene00021232,irld-15,Y19D10B.3,Live,protein_coding_gene,0.586476374,0.574641116,0.02927557,0.152190458
WBGene00005014,spt-4,F54C4.2,Live,protein_coding_gene,-0.251432194,4.092419316,0.029354835,0.15254715
WBGene00017327,,F10C1.8,Live,protein_coding_gene,-0.303129372,4.850000132,0.029395473,0.152702926
WBGene00012652,,Y39A1A.14,Live,protein_coding_gene,0.241515775,4.573600875,0.029494521,0.153161902
WBGene00194916,,F35D2.6,Live,protein_coding_gene,-2.002353065,0.111291182,0.029532252,0.153302252
WBGene00010069,,F54F11.1,Live,protein_coding_gene,-0.93078612,0.387738848,0.029628876,0.153636769
WBGene00010341,glo-3,F59F5.2,Live,protein_coding_gene,0.389158406,3.336427215,0.029620221,0.153636769
WBGene00022696,ift-139,ZK328.7,Live,protein_coding_gene,0.253065393,4.008428287,0.029612496,0.153636769
WBGene00016439,,C35D10.1,Live,protein_coding_gene,-0.219804471,5.065784703,0.029658587,0.153735171
WBGene00012445,,Y16B4A.2,Live,protein_coding_gene,0.283908048,7.545275282,0.029671982,0.153748959
WBGene00008655,lips-3,F10F2.3,Live,protein_coding_gene,-0.72877693,4.099044236,0.029763775,0.154168817
WBGene00004883,smg-5,W02D3.8,Live,protein_coding_gene,-0.257475135,4.043790716,0.02979803,0.154290448
WBGene00017291,,F09E5.14,Live,protein_coding_gene,0.453211028,3.282986366,0.029952644,0.155034971
WBGene00013266,,Y57A10A.26,Live,protein_coding_gene,0.242785572,5.501778206,0.029985603,0.155122614
WBGene00023417,swm-1,C25E10.9,Live,protein_coding_gene,0.397394516,2.472498197,0.029991239,0.155122614
WBGene00013983,,ZK512.2,Live,protein_coding_gene,0.236623019,5.95794139,0.030012957,0.155178906
WBGene00018536,,F47B7.5,Live,protein_coding_gene,1.015908662,0.05238857,0.030028563,0.155203567
WBGene00013949,,ZK262.2,Live,protein_coding_gene,-0.391199991,2.123736563,0.030118048,0.155609914
WBGene00000479,cgh-1,C07H6.5,Live,protein_coding_gene,-0.230640805,6.542281232,0.030199472,0.155974337
WBGene00015740,,C13E3.1,Live,protein_coding_gene,-0.218814555,5.030257393,0.030247991,0.15616861
WBGene00019237,,H24G06.1,Live,protein_coding_gene,-0.216873861,7.226400099,0.030283125,0.156293665
WBGene00013594,,Y87G2A.2,Live,protein_coding_gene,-0.379163803,2.800626458,0.030313824,0.156339425
WBGene00206532,,F11A6.15,Live,protein_coding_gene,-0.396634447,3.131593944,0.030304777,0.156339425
WBGene00005913,srx-22,F31F4.3,Live,protein_coding_gene,-1.003740055,-0.230059049,0.030334298,0.156361732
WBGene00016314,,C32D5.6,Live,protein_coding_gene,0.274796427,4.274436707,0.030339984,0.156361732
WBGene00008904,,F17A2.13,Live,protein_coding_gene,-0.883311606,0.189220871,0.030356889,0.156392578
WBGene00007397,,C07A4.2,Live,protein_coding_gene,-0.5004722,4.217507976,0.030428283,0.156668866
WBGene00013119,,Y51H4A.25,Live,protein_coding_gene,0.241467379,4.757808984,0.0304371,0.156668866
WBGene00021634,rde-10,Y47G6A.4,Live,protein_coding_gene,-0.220017337,4.429161732,0.030443336,0.156668866
WBGene00000441,ceh-18,ZC64.3,Live,protein_coding_gene,0.227848942,6.350519407,0.030520565,0.156922877
WBGene00004753,sec-8,Y106G6H.7,Live,protein_coding_gene,-0.226802119,4.690363744,0.030525565,0.156922877
WBGene00012987,,Y48C3A.3,Live,protein_coding_gene,-0.261663678,4.54630039,0.030513998,0.156922877
WBGene00019488,,K07D4.9,Live,protein_coding_gene,0.266531876,5.288059734,0.030553695,0.156965917
WBGene00077669,,Y38H6A.5,Live,protein_coding_gene,0.507669784,1.466234169,0.030555856,0.156965917
WBGene00003732,nhx-4,F14B8.1,Live,protein_coding_gene,-0.27587363,5.022778686,0.030582034,0.157023825
WBGene00011802,,T16G1.9,Live,protein_coding_gene,-0.204040176,6.279019463,0.030589057,0.157023825
WBGene00008439,mfb-1,DY3.6,Live,protein_coding_gene,0.378752485,5.802972166,0.030637724,0.157165376
WBGene00008519,cyp-13B1,F02C12.5,Live,protein_coding_gene,-0.571553442,3.080331466,0.030638579,0.157165376
WBGene00001240,elo-2,F11E6.5,Live,protein_coding_gene,0.296758933,7.399833439,0.030671377,0.157235297
WBGene00022233,ipla-6,Y73B6BL.4,Live,protein_coding_gene,0.307151887,6.387976007,0.030674167,0.157235297
WBGene00004059,pmp-2,C44B7.9,Live,protein_coding_gene,-0.247901298,5.375611359,0.030736108,0.157496438
WBGene00021764,,Y51F10.3,Live,protein_coding_gene,0.206213804,5.094354219,0.030863205,0.158091136
WBGene00006949,wrt-3,F38E11.7,Live,protein_coding_gene,-0.394513762,2.665892628,0.030913231,0.158290774
WBGene00021253,,Y22D7AL.15,Live,protein_coding_gene,-0.350656248,5.754229419,0.031064335,0.159007651
WBGene00006779,unc-43,K11E8.1,Live,protein_coding_gene,-0.185180572,8.299268567,0.031104635,0.15915705
WBGene00005341,srh-123,F08E10.3,Live,protein_coding_gene,1.138810822,-0.39298335,0.031125826,0.159208599
WBGene00019647,,K11D12.7,Live,protein_coding_gene,0.312126339,4.178072508,0.031149651,0.159273579
WBGene00014171,nep-26,ZK970.1,Live,protein_coding_gene,0.285043629,6.858571373,0.031166534,0.159303034
WBGene00255605,,T23B3.8,Live,protein_coding_gene,-0.97359623,-0.087337788,0.031235532,0.159598748
WBGene00003553,nas-37,C17G1.6,Live,protein_coding_gene,0.931486553,4.063452913,0.03126923,0.159713949
WBGene00001547,gcy-22,T03D8.5,Live,protein_coding_gene,-0.23347171,4.403317827,0.031369112,0.160166994
WBGene00022798,fahd-1,ZK688.3,Live,protein_coding_gene,0.236835699,5.946107516,0.031435897,0.160450791
WBGene00007970,,C36A4.10,Live,protein_coding_gene,-0.679986831,-0.012403209,0.03149397,0.160689932
WBGene00012295,nmat-1,W06B3.1,Live,protein_coding_gene,0.54801884,0.875762802,0.031522393,0.160777674
WBGene00004979,sph-1,F42G8.11,Live,protein_coding_gene,-0.265724548,4.111346354,0.031589176,0.161060941
WBGene00018787,cutl-20,F54A5.2,Live,protein_coding_gene,0.363341416,3.136001814,0.03172467,0.161636685
WBGene00044350,,Y73B6BL.44,Live,protein_coding_gene,-0.642173406,0.859823329,0.031720527,0.161636685
WBGene00011075,,R07A4.4,Live,protein_coding_gene,-0.7614205,1.06169406,0.031779139,0.161799085
WBGene00016580,ppm-1.H,C42C1.2,Live,protein_coding_gene,-0.302506593,3.048415882,0.031770536,0.161799085
WBGene00020144,,T01C8.3,Live,protein_coding_gene,0.390378113,1.735358379,0.031817789,0.161938301
WBGene00007188,,B0464.9,Live,protein_coding_gene,-0.252389302,3.816839281,0.031857575,0.162083194
WBGene00017615,srsx-32,F20A1.3,Live,protein_coding_gene,-0.629608606,0.714479161,0.03194737,0.162482328
WBGene00009229,,F28G4.4,Live,protein_coding_gene,-0.674222302,1.414302782,0.031993456,0.162658957
WBGene00021104,,W09B6.4,Live,protein_coding_gene,0.32119059,3.017670856,0.032026248,0.162767891
WBGene00015707,,C12D5.4,Live,protein_coding_gene,0.91078707,0.048975422,0.03206183,0.162890931
WBGene00021850,,Y54F10AM.6,Live,protein_coding_gene,-0.680891718,2.336485918,0.032088799,0.162970137
WBGene00011088,kmo-2,R07B7.4,Live,protein_coding_gene,-0.511008476,2.354492285,0.032108561,0.163012692
WBGene00002052,ifa-4,K05B2.3,Live,protein_coding_gene,-0.25976795,5.128641026,0.032143602,0.163080782
WBGene00016362,,C33G8.4,Live,protein_coding_gene,0.287494992,6.421104868,0.032144746,0.163080782
WBGene00016069,,C24H10.3,Live,protein_coding_gene,0.933210389,0.951419718,0.03217092,0.163155775
WBGene00020437,stt-3,T12A2.2,Live,protein_coding_gene,-0.195547327,8.555333759,0.03218804,0.163184819
WBGene00004130,ketn-1,F54E2.3,Live,protein_coding_gene,-0.305597009,9.414877935,0.032292215,0.163655025
WBGene00017756,,F23F12.12,Live,protein_coding_gene,-0.358567775,4.139745151,0.032314423,0.163709647
WBGene00003714,nhr-124,C17E7.8,Live,protein_coding_gene,-0.535369512,1.345290313,0.032348359,0.163816198
WBGene00009930,,F52D10.2,Live,protein_coding_gene,0.266664984,4.759065745,0.032367184,0.163816198
WBGene00011768,oac-46,T14D7.2,Live,protein_coding_gene,-0.266991207,6.335808514,0.03236977,0.163816198
WBGene00010079,,F55A11.6,Live,protein_coding_gene,-0.262224609,3.717981478,0.032445376,0.164140825
WBGene00012007,,T25B9.1,Live,protein_coding_gene,-0.277914289,4.147071005,0.032622071,0.164918216
WBGene00016625,aff-1,C44B7.3,Live,protein_coding_gene,-0.441258606,1.770312331,0.032618401,0.164918216
WBGene00010232,,F58B3.6,Live,protein_coding_gene,0.22615262,7.50682948,0.03268141,0.165101643
WBGene00021095,mlt-8,W08F4.6,Live,protein_coding_gene,-1.150262954,6.18972643,0.032675393,0.165101643
WBGene00003951,pbs-5,K05C4.1,Live,protein_coding_gene,-0.187226014,7.256040706,0.032712981,0.165202863
WBGene00016562,,C41D11.3,Live,protein_coding_gene,-0.230094796,6.436193238,0.032809913,0.165633968
WBGene00014092,,ZK822.5,Live,protein_coding_gene,-0.281226321,5.165024415,0.032852541,0.165761633
WBGene00271788,,M01H9.10,Live,protein_coding_gene,0.514904017,1.290147377,0.032858349,0.165761633
WBGene00019520,,K08B12.1,Live,protein_coding_gene,-0.857117012,5.186079149,0.032929783,0.166063505
WBGene00016929,,C54F6.12,Live,protein_coding_gene,-1.320272181,-0.393396734,0.032950013,0.166107033
WBGene00016927,nhr-172,C54F6.9,Live,protein_coding_gene,0.751321755,0.360691247,0.033060273,0.166604231
WBGene00022861,dve-1,ZK1193.5,Live,protein_coding_gene,-0.256033313,5.52892654,0.03307682,0.166628991
WBGene00019869,cnnm-2,R04E5.2,Live,protein_coding_gene,-0.369426459,2.815867532,0.033105415,0.166714401
WBGene00019009,clec-90,F57C9.2,Live,protein_coding_gene,0.261159197,3.716465438,0.033266867,0.167468566
WBGene00004498,rps-29,B0412.4,Live,protein_coding_gene,0.252172058,7.695888602,0.033385009,0.167945241
WBGene00007387,jmjd-5,C06H2.3,Live,protein_coding_gene,0.257764811,3.793015114,0.033376021,0.167945241
WBGene00011027,,R05D7.2,Live,protein_coding_gene,-0.752376423,1.132479259,0.033413401,0.167970069
WBGene00016913,lam-2,C54D1.5,Live,protein_coding_gene,0.234252297,8.243039061,0.033402258,0.167970069
WBGene00006649,tth-1,F08F1.8,Live,protein_coding_gene,-0.435560689,4.286741829,0.033438866,0.168039103
WBGene00009224,,F28F8.7,Live,protein_coding_gene,-0.482474108,2.175653363,0.033466761,0.168105251
WBGene00045052,,K12C11.6,Live,protein_coding_gene,-0.522162524,1.071574487,0.033475505,0.168105251
WBGene00016920,,C54E4.5,Live,protein_coding_gene,0.46475558,2.369539887,0.033494353,0.168112908
WBGene00018589,,F48B9.3,Live,protein_coding_gene,1.081976854,-0.355755409,0.033512244,0.168112908
WBGene00020725,cnp-3,T23C6.3,Live,protein_coding_gene,-0.287511196,4.943976791,0.033505706,0.168112908
WBGene00006786,unc-51,Y60A3A.1,Live,protein_coding_gene,0.181844167,7.106778648,0.033739981,0.169196082
WBGene00016540,,C39F7.5,Live,protein_coding_gene,-0.266541172,4.379384821,0.033813614,0.169399955
WBGene00016845,,C50F7.5,Live,protein_coding_gene,-0.667176909,5.908885385,0.033827948,0.169399955
WBGene00022307,nadk-1,Y77E11A.2,Live,protein_coding_gene,0.221022383,6.31515069,0.033821406,0.169399955
WBGene00235310,,R02D1.2,Live,protein_coding_gene,-0.355569668,2.877498944,0.033821907,0.169399955
WBGene00014149,fbxb-70,ZK909.5,Live,protein_coding_gene,-0.624673146,0.450325216,0.033855743,0.169479884
WBGene00011188,,R10D12.7,Live,protein_coding_gene,0.429668214,1.432884442,0.033877506,0.169529574
WBGene00015906,,C17E7.13,Live,protein_coding_gene,-0.775423537,0.985467668,0.033937706,0.169771505
WBGene00008415,mce-1,D2030.5,Live,protein_coding_gene,-0.292907906,5.529724731,0.03403506,0.170187144
WBGene00008969,,F20C5.4,Live,protein_coding_gene,0.226395633,4.677723595,0.034044559,0.170187144
WBGene00004426,rpl-14,C04F12.4,Live,protein_coding_gene,0.221627978,8.985582537,0.034076477,0.170227872
WBGene00019895,aagr-2,R05F9.12,Live,protein_coding_gene,-0.300221979,8.136152987,0.03407578,0.170227872
WBGene00017594,,F19C7.4,Live,protein_coding_gene,0.924175642,0.749297416,0.034125369,0.170412669
WBGene00014164,lact-2,ZK945.1,Live,protein_coding_gene,-0.249654472,5.816426147,0.034140702,0.170429812
WBGene00010297,,F59A1.11,Live,protein_coding_gene,0.517691918,1.531150048,0.034155335,0.170443453
WBGene00009182,,F26H11.4,Live,protein_coding_gene,-0.767974907,0.488557727,0.034173736,0.17047588
WBGene00000699,col-125,C29F4.1,Live,protein_coding_gene,-0.814612344,6.920700444,0.034201707,0.170556006
WBGene00016665,chil-11,C45E5.2,Live,protein_coding_gene,-0.734362047,0.190309456,0.03437681,0.171369533
WBGene00013389,,Y62H9A.1,Live,protein_coding_gene,0.608564761,0.307719736,0.034438057,0.17161512
WBGene00000907,daf-11,B0240.3,Live,protein_coding_gene,-0.26069527,3.940602247,0.034507082,0.171792923
WBGene00013752,nlp-69,Y113G7A.15,Live,protein_coding_gene,-0.270983055,4.555007384,0.034502452,0.171792923
WBGene00021321,,Y34B4A.5,Live,protein_coding_gene,-0.467157123,1.903846232,0.034509722,0.171792923
WBGene00044636,,B0393.9,Live,protein_coding_gene,-0.320268576,3.148616057,0.034612311,0.172243752
WBGene00008151,rrp-1,C47E12.7,Live,protein_coding_gene,0.218248653,5.888900852,0.034684381,0.172542445
WBGene00013934,,ZK131.11,Live,protein_coding_gene,0.228051915,7.036046242,0.034700813,0.17256425
WBGene00018340,anmt-2,F42A10.3,Live,protein_coding_gene,0.302142236,4.679903674,0.034723396,0.172616621
WBGene00011859,,T20D3.6,Live,protein_coding_gene,-0.219122617,5.020898805,0.034755065,0.172714101
WBGene00020015,nhr-210,R11G11.12,Live,protein_coding_gene,0.387418515,3.17689311,0.03477642,0.172760281
WBGene00009852,arrd-24,F48F7.7,Live,protein_coding_gene,0.824908685,0.267243211,0.034808592,0.172860142
WBGene00010993,vha-20,R03E1.2,Live,protein_coding_gene,-0.166719099,8.536827526,0.034868158,0.17303595
WBGene00017530,,F16H11.1,Live,protein_coding_gene,-0.583158592,1.883404045,0.034857649,0.17303595
WBGene00019771,,M04F3.5,Live,protein_coding_gene,0.187840721,5.162813658,0.034903202,0.173149866
WBGene00008600,,F09A5.3,Live,protein_coding_gene,-0.480340349,1.111621416,0.034932619,0.173235793
WBGene00011011,,R04D3.3,Live,protein_coding_gene,-1.318959458,-0.100421995,0.034980443,0.173412912
WBGene00271796,,C54F6.20,Live,protein_coding_gene,-0.649986367,0.222401217,0.035043546,0.17366563
WBGene00001067,dpy-5,F27C1.8,Live,protein_coding_gene,-1.079414404,9.085538656,0.035085149,0.173811657
WBGene00009798,,F46G10.4,Live,protein_coding_gene,-0.387029654,2.599579006,0.035098423,0.173817292
WBGene00000005,aat-4,T13A10.10,Live,protein_coding_gene,0.566159954,2.158406762,0.035247144,0.174430428
WBGene00009008,,F21D5.3,Live,protein_coding_gene,0.36607139,4.895885412,0.035255835,0.174430428
WBGene00010348,,H01G02.1,Live,protein_coding_gene,-0.507405882,2.875599979,0.035258769,0.174430428
WBGene00020105,,R148.7,Live,protein_coding_gene,-2.258381124,-0.092361476,0.0352716,0.174433651
WBGene00015865,,C16E9.1,Live,protein_coding_gene,0.475435732,4.828452167,0.035302648,0.174526933
WBGene00011801,,T16G1.7,Live,protein_coding_gene,0.360223888,3.527082852,0.035364016,0.174769991
WBGene00003773,nlt-1,ZK892.2,Live,protein_coding_gene,0.242710425,6.071899802,0.035397985,0.174877524
WBGene00011759,mrps-18B,T13H5.5,Live,protein_coding_gene,0.227449076,5.1837949,0.03546774,0.175063371
WBGene00017955,,F31E8.5,Live,protein_coding_gene,-1.033447041,-0.439353491,0.035452937,0.175063371
WBGene00044289,,Y37F4.8,Live,protein_coding_gene,0.390632259,2.560519522,0.035472274,0.175063371
WBGene00017661,frpr-6,F21C10.12,Live,protein_coding_gene,-0.513085672,2.351675067,0.0355886,0.175576965
WBGene00021012,pig-1,W03G1.6,Live,protein_coding_gene,0.325767617,3.646658083,0.03565116,0.17582504
WBGene00012940,,Y47D3B.3,Live,protein_coding_gene,-0.850900376,0.066907589,0.035747623,0.17624009
WBGene00012265,,W04G5.4,Live,protein_coding_gene,0.479315223,1.54954196,0.035800596,0.176440513
WBGene00043060,,R144.12,Live,protein_coding_gene,0.216963921,4.564580221,0.035823589,0.176493102
